unique_id,case_id_fkey,latitude,longitude,collision_year,death_date,death_time,death_datetime,collision_date,collision_time,collision_datetime,location,age,sex,deceased,collision_type,street_type,on_vz_hin_2017,in_coc_2018,publish,on_vz_hin_2022,in_epa_2021,point,analysis_neighborhood,supervisor_district,police_district,data_as_of,data_loaded_at,age_category,collision_category,collision_hour,time_of_day,collision_year_clean,collision_month,collision_day,day_of_week,high_risk
293,200752258,37.77945546849157,-122.49866461951136,2020,2020-12-01,19:05:00,2020-12-01 07:05:00,2020-12-01,,2020-12-01 12:00:00,38th Avenue and Geary Boulevard,68.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.49866462 37.779455468),Outer Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,13.0,Afternoon (12pm-5pm),2020,12,1,Tuesday,1
121,170352541,37.72227374316909,-122.48503747044523,2017,2017-04-29,23:37:00,2017-04-29 11:37:00,2017-04-29,23:29:00,2017-04-29 11:29:00,Lake Merced Blvd. 300 ft south of Font Blvd,77.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,True,True,False,False,POINT (-122.48503747 37.722273743),Lakeshore,7.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,23.0,Morning (5am-12pm),2017,4,29,Saturday,1
20230826,230359093,37.802376295760936,-122.43149769980374,2023,2023-06-05,12:37:00,2023-06-05 12:37:00,2023-05-24,16:36:00,2023-05-24 04:36:00,Laguna and Francisco Sts,84.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.4314977 37.802376296),Marina,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,16.0,Night (9pm-5am),2023,5,24,Wednesday,1
20230753,230354413,37.79900005010242,-122.44264789723242,2023,2023-05-23,01:36:00,2023-05-23 01:36:00,2023-05-23,01:05:00,2023-05-23 01:05:00,Lombard and Divisadero Sts,51.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.442647897 37.79900005),Marina,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,1.0,Night (9pm-5am),2023,5,23,Tuesday,1
319,210517472,37.71276659553583,-122.43192723554507,2021,2021-08-13,22:52:00,2021-08-13 10:52:00,2021-08-13,22:14:00,2021-08-13 10:14:00,Geneva Avenue and Prague Street,32.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.431927236 37.712766596),Excelsior,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Motorcycle,22.0,Morning (5am-12pm),2021,8,13,Friday,0
285,200539021,37.77883663274191,-122.44534673997646,2020,2020-09-07,14:32:00,2020-09-07 02:32:00,2020-09-07,14:26:00,2020-09-07 02:26:00,Turk Boulevard at Central Avenue,57.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.44534674 37.778836633),Lone Mountain/USF,2.0,PARK,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,14.0,Night (9pm-5am),2020,9,7,Monday,1
20240392,240169569,37.74116167920915,-122.4663517116426,2024,2024-03-16,12:32:00,2024-03-16 12:32:00,2024-03-16,12:13:00,2024-03-16 12:13:00,Ulloa St and Lenox Way,1.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.466351712 37.741161679),West of Twin Peaks,7.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Child (0-17),Pedestrian,12.0,Afternoon (12pm-5pm),2024,3,16,Saturday,1
329,210711253,37.76544762509755,-122.4131049714534,2021,2021-10-30,00:18:00,2021-10-30 12:18:00,2021-10-29,23:16:00,2021-10-29 11:16:00,16th St at Harrison St,40.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,True,True,True,False,POINT (-122.413104971 37.765447625),Mission,9.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,23.0,Morning (5am-12pm),2021,10,29,Friday,0
148,180401019,37.74615814469998,-122.387191491,2018,2018-05-29,21:46:00,2018-05-29 09:46:00,2018-05-29,,2018-05-29 12:00:00,IFO 3450 Cargo Way,25.0,Female,Driver,Motor Vehicle Collision,City Street,False,False,True,False,False,POINT (-122.387191491 37.746158145),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,13.0,Afternoon (12pm-5pm),2018,5,29,Tuesday,0
20240806,240339847,37.74154540266828,-122.38691906658012,2024,2024-06-11,19:22:00,2024-06-11 07:22:00,2024-05-30,09:30:00,2024-05-30 09:30:00,Fairfax Ave and Newhall St,70.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,False,True,True,False,False,POINT (-122.386919067 37.741545403),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Bicycle,9.0,Morning (5am-12pm),2024,5,30,Thursday,0
20221089,220604513,37.77779901089096,-122.40029776010545,2022,2022-09-07,22:53:00,2022-09-07 10:53:00,2022-09-06,05:30:00,2022-09-06 05:30:00,5th St and Bryant St,61.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.40029776 37.777799011),South of Market,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,5.0,Morning (5am-12pm),2022,9,6,Tuesday,1
122,170503211,37.72977557599718,-122.43338684426983,2017,2017-06-20,19:09:00,2017-06-20 07:09:00,2017-06-20,18:00:00,2017-06-20 06:00:00,Silver Avenue at Alemany Boulevard,51.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.433386844 37.729775576),Outer Mission,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Bicycle,18.0,Morning (5am-12pm),2017,6,20,Tuesday,0
20220649,220335081,37.78624815152765,-122.4020254198228,2022,2022-05-22,16:40:00,2022-05-22 04:40:00,2022-05-22,16:30:00,2022-05-22 04:30:00,3rd St at Mission St,31.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.40202542 37.786248152),Financial District/South Beach,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,16.0,Night (9pm-5am),2022,5,22,Sunday,1
333,210786494,37.74172956583084,-122.38958103303904,2021,2021-11-29,06:20:00,2021-11-29 06:20:00,2021-11-29,05:50:00,2021-11-29 05:50:00,Phelps Street at Galvez Ave,80.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.389581033 37.741729566),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,5.0,Morning (5am-12pm),2021,11,29,Monday,1
126,170141720,37.73675961326211,-122.3794099112352,2017,2017-02-18,22:11:00,2017-02-18 10:11:00,2017-02-18,21:23:00,2017-02-18 09:23:00,Middle Point Road at West Point Road,26.0,Male,Motorcyclist,Dirt Bike Collision,City Street,False,True,True,True,True,POINT (-122.379409911 37.736759613),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,21.0,Morning (5am-12pm),2017,2,18,Saturday,0
20240933,240431324,37.719539991206105,-122.44437981137096,2024,2024-07-11,01:00:00,2024-07-11 01:00:00,2024-07-11,00:41:00,2024-07-11 12:41:00,Geneva Ave between Cayuga Ave and Delano Ave,23.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.444379811 37.719539991),Outer Mission,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,0.0,Afternoon (12pm-5pm),2024,7,11,Thursday,1
72,140792717,37.793142035465685,-122.40771972683685,2014,2014-09-20,09:55:00,2014-09-20 09:55:00,2014-09-20,09:53:00,2014-09-20 09:53:00,IFO 770 Stockton St,78.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,False,True,POINT (-122.407719727 37.793142035),Chinatown,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,9.0,Morning (5am-12pm),2014,9,20,Saturday,1
149,180438727,37.7448022701,-122.43478335099996,2018,2018-06-13,15:07:00,2018-06-13 03:07:00,2018-06-13,,2018-06-13 12:00:00,IFO 562 28th Street,34.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.434783351 37.74480227),Noe Valley,8.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,13.0,Afternoon (12pm-5pm),2018,6,13,Wednesday,1
151,180530204,37.734006951099985,-122.49338000400002,2018,2018-07-17,12:11:00,2018-07-17 12:11:00,2018-07-17,10:06:00,2018-07-17 10:06:00,36th Avenue at Sloat Boulevard,69.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,True,False,POINT (-122.493380004 37.734006951),Sunset/Parkside,4.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,10.0,Morning (5am-12pm),2018,7,17,Tuesday,1
20230246,230100943,37.77359235301197,-122.43756151914768,2023,2023-02-11,12:57:00,2023-02-11 12:57:00,2023-02-10,23:55:00,2023-02-10 11:55:00,Divisadero St between Fell and Oak Sts,36.0,Male,Passenger,Motor Vehicle Collision,City Street,True,False,True,True,False,POINT (-122.437561519 37.773592353),Hayes Valley,5.0,PARK,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,23.0,Morning (5am-12pm),2023,2,10,Friday,0
135,170674602,37.77029175566699,-122.4372265533854,2017,2017-08-18,23:12:00,2017-08-18 11:12:00,2017-08-18,,2017-08-18 12:00:00,824 Waller Street,52.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.437226553 37.770291756),Haight Ashbury,8.0,PARK,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,13.0,Afternoon (12pm-5pm),2017,8,18,Friday,1
230,190722474,37.77592540629998,-122.437989848,2019,2019-10-13,,2019-10-13 12:00:00,2019-10-13,19:57:00,2019-10-13 07:57:00,Divisadero St at Grove St,70.0,Female,Driver,Motor Vehicle Collision,City Street,True,False,True,True,False,POINT (-122.437989848 37.775925406),Hayes Valley,5.0,PARK,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Vehicle,19.0,Morning (5am-12pm),2019,10,13,Sunday,0
335,210833590,37.78754813974354,-122.42175810440789,2021,2021-12-17,10:00:00,2021-12-17 10:00:00,2021-12-17,09:47:00,2021-12-17 09:47:00,Van Ness Ave at Sutter St,26.0,Male,Motorcyclist,Motorcycle Collision,City Street,True,True,True,True,True,POINT (-122.421758104 37.78754814),Nob Hill,3.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Motorcycle,9.0,Morning (5am-12pm),2021,12,17,Friday,0
308,210151358,37.72289741404099,-122.40490719998289,2021,2021-03-09,01:25:00,2021-03-09 01:25:00,2021-03-08,14:00:00,2021-03-08 02:00:00,600 block of Goettingen Street,63.0,Male,Bicyclist,Bicycle Collision,City Street,False,True,True,False,False,POINT (-122.4049072 37.722897414),Portola,9.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Bicycle,14.0,Night (9pm-5am),2021,3,8,Monday,1
114,160976537,37.79900005010242,-122.44264789723242,2016,2016-12-01,12:37:00,2016-12-01 12:37:00,2016-12-01,11:49:00,2016-12-01 11:49:00,Lombard Street and Divisadero Street,45.0,Male,Driver,Motor Vehicle Collision,City Street,True,False,True,True,False,POINT (-122.442647897 37.79900005),Marina,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,11.0,Morning (5am-12pm),2016,12,1,Thursday,0
328,210647028,37.800385823882344,-122.44713057404348,2021,2021-10-05,00:57:00,2021-10-05 12:57:00,2021-10-05,00:45:00,2021-10-05 12:45:00,Francisco St at Richardson Ave,40.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,False,False,True,True,False,POINT (-122.447130574 37.800385824),Marina,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,0.0,Afternoon (12pm-5pm),2021,10,5,Tuesday,0
168,190144312,37.78422249150001,-122.477509348,2019,2019-02-27,,2019-02-27 12:00:00,2019-02-26,20:07:00,2019-02-26 08:07:00,18th Avenue and California Street,64.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.477509348 37.784222492),Outer Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,20.0,Morning (5am-12pm),2019,2,26,Tuesday,1
20220995,220540995,37.78007469524043,-122.4202471839141,2022,2022-08-17,03:18:00,2022-08-17 03:18:00,2022-08-12,20:13:00,2022-08-12 08:13:00,McAllister St at Van Ness Ave,47.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,True,POINT (-122.420247184 37.780074695),Hayes Valley,5.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,20.0,Morning (5am-12pm),2022,8,12,Friday,1
162,180839573,37.7974931521,-122.409689044,2018,2018-11-05,07:18:00,2018-11-05 07:18:00,2018-11-05,06:00:00,2018-11-05 06:00:00,Powell Street and Broadway Street,23.0,Female,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.409689044 37.797493152),Chinatown,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Motorcycle,6.0,Morning (5am-12pm),2018,11,5,Monday,0
110,160546635,37.7817947599926,-122.49238374613608,2016,2016-07-06,13:38:00,2016-07-06 01:38:00,2016-07-06,13:15:00,2016-07-06 01:15:00,182 32nd Avenue,75.0,Male,Driver,Motor Vehicle Collision,City Street,False,False,True,False,True,POINT (-122.492383746 37.78179476),Outer Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Vehicle,13.0,Night (9pm-5am),2016,7,6,Wednesday,1
310,210190726,37.72180931029443,-122.41648441787,2021,2021-03-27,12:23:00,2021-03-27 12:23:00,2021-03-27,11:40:00,2021-03-27 11:40:00,Cambridge Street and John F. Shelley Drive,18.0,Male,Motorcyclist,Motorcycle Collision,City Street,False,True,True,False,True,POINT (-122.416484418 37.72180931),McLaren Park,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Motorcycle,11.0,Morning (5am-12pm),2021,3,27,Saturday,0
60,150217761,37.78003795345403,-122.48580757633049,2015,2015-03-11,15:55:00,2015-03-11 03:55:00,2015-03-11,10:47:00,2015-03-11 10:47:00,26th Ave and Geary Blvd,87.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,False,False,POINT (-122.485807576 37.780037953),Outer Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,10.0,Morning (5am-12pm),2015,3,11,Wednesday,1
101,160085354,37.74223255621,-122.42429512100118,2016,2016-01-31,17:10:00,2016-01-31 05:10:00,2016-01-29,18:56:00,2016-01-29 06:56:00,30th Street and Dolores Street,60.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.424295121 37.742232556),Noe Valley,8.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,18.0,Morning (5am-12pm),2016,1,29,Friday,1
96,160211004,37.78465714080953,-122.414430198089,2016,2016-03-12,20:06:00,2016-03-12 08:06:00,2016-03-12,18:39:00,2016-03-12 06:39:00,Leavenworth Street and Ellis Street,56.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.414430198 37.784657141),Tenderloin,5.0,TENDERLOIN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,18.0,Morning (5am-12pm),2016,3,12,Saturday,1
175,190168033,37.7798919977,-122.406965922,2019,2019-03-08,,2019-03-08 12:00:00,2019-03-08,08:19:00,2019-03-08 08:19:00,6th Street and Howard Street,30.0,Female,Bicyclist,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.406965922 37.779891998),South of Market,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,8.0,Morning (5am-12pm),2019,3,8,Friday,1
279,200428418,37.759029397916585,-122.42584342223284,2020,2020-07-17,18:00:00,2020-07-17 06:00:00,2020-07-17,13:13:00,2020-07-17 01:13:00,Dolores Street and Cumberland Street,23.0,Male,Bicyclist,Pedestrian vs Bicyclist,City Street,False,False,True,True,False,POINT (-122.425843422 37.759029398),Castro/Upper Market,8.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,13.0,Night (9pm-5am),2020,7,17,Friday,1
123,170511151,37.80622538473033,-122.4087474430318,2017,2017-06-29,21:28:00,2017-06-29 09:28:00,2017-06-23,12:37:00,2017-06-23 12:37:00,100 Block of Bay Street,59.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.408747443 37.806225385),North Beach,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,12.0,Afternoon (12pm-5pm),2017,6,23,Friday,0
304,210092188,37.718584929985035,-122.39204998252886,2021,2021-02-10,10:24:00,2021-02-10 10:24:00,2021-02-10,10:11:00,2021-02-10 10:11:00,Ingerson Avenue and Redondo Street,12.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,True,True,False,True,POINT (-122.392049983 37.71858493),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Child (0-17),Pedestrian,10.0,Morning (5am-12pm),2021,2,10,Wednesday,1
20220722,220378627,37.78331088989271,-122.4175287731682,2022,2022-06-09,18:12:00,2022-06-09 06:12:00,2022-06-09,18:12:00,2022-06-09 06:12:00,Larkin St at Eddy St,26.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.417528773 37.78331089),Tenderloin,5.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Motorcycle,18.0,Morning (5am-12pm),2022,6,9,Thursday,0
4,140365546,37.74825532935969,-122.41366884444469,2014,2014-05-03,17:20:00,2014-05-03 05:20:00,2014-05-03,02:24:00,2014-05-03 02:24:00,Folsom St and Caesar Chavez,26.0,Male,Driver,Motor Vehicle Collision,City Street,True,False,True,True,False,POINT (-122.413668844 37.748255329),Mission,9.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,2.0,Night (9pm-5am),2014,5,3,Saturday,1
20220286,220146446,37.7198309821012,-122.43794063828128,2022,2022-03-04,21:06:00,2022-03-04 09:06:00,2022-03-04,20:44:00,2022-03-04 08:44:00,IFO 32 France St,47.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,True,True,False,False,POINT (-122.437940638 37.719830982),Excelsior,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,20.0,Morning (5am-12pm),2022,3,4,Friday,1
233,190921029,37.7281617454,-122.40223505699996,2019,2019-12-07,,2019-12-07 12:00:00,2019-12-07,06:07:00,2019-12-07 06:07:00,Bacon Street and Bayshore Boulevard,79.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.402235057 37.728161745),Portola,9.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,6.0,Morning (5am-12pm),2019,12,7,Saturday,1
145,180198880,37.79761285939997,-122.40873591199998,2018,2018-03-16,06:52:00,2018-03-16 06:52:00,2018-03-16,05:00:00,2018-03-16 05:00:00,IFO 732 Broadway Street,63.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.408735912 37.797612859),Chinatown,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,5.0,Morning (5am-12pm),2018,3,16,Friday,1
173,190151044,37.74643619110001,-122.456096787,2019,2019-03-04,,2019-03-04 12:00:00,2019-03-01,12:25:00,2019-03-01 12:25:00,IFO 255 Woodside Ave,37.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.456096787 37.746436191),West of Twin Peaks,7.0,PARK,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,12.0,Afternoon (12pm-5pm),2019,3,1,Friday,1
228,190569613,37.72049071149999,-122.38541878099998,2019,2019-08-04,,2019-08-04 12:00:00,2019-08-04,23:56:00,2019-08-04 11:56:00,Carroll Ave at Giants Dr.,59.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,True,True,True,True,POINT (-122.385418781 37.720490711),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,23.0,Morning (5am-12pm),2019,8,4,Sunday,1
166,190001944,37.76921934959998,-122.45311311,2019,2019-01-02,,2019-01-02 12:00:00,2019-01-01,18:05:00,2019-01-01 06:05:00,Haight Street and Stanyan Street,84.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.45311311 37.76921935),Haight Ashbury,5.0,PARK,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,18.0,Morning (5am-12pm),2019,1,1,Tuesday,1
42,140627863,37.78766359878773,-122.41335396337804,2014,2014-08-16,16:05:00,2014-08-16 04:05:00,2014-07-28,22:18:00,2014-07-28 10:18:00,Post St and Jones St,29.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.413353963 37.787663599),Tenderloin,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,22.0,Morning (5am-12pm),2014,7,28,Monday,1
286,200592740,37.749684623085095,-122.39728541610698,2020,2020-10-02,04:50:00,2020-10-02 04:50:00,2020-10-02,,2020-10-02 12:00:00,Cesar Chavez Street and Evans Avenue,55.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.397285416 37.749684623),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,13.0,Afternoon (12pm-5pm),2020,10,2,Friday,1
20241477,240740642,37.72312996344248,-122.43597688845658,2024,2024-11-29,18:22:00,2024-11-29 06:22:00,2024-11-29,13:47:00,2024-11-29 01:47:00,Mission St and Persia Ave,44.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.435976888 37.723129963),Excelsior,11.0,INGLESIDE,2025-01-10 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,13.0,Night (9pm-5am),2024,11,29,Friday,1
129,170785970,37.781854205126166,-122.41386375710368,2017,2017-09-27,14:15:00,2017-09-27 02:15:00,2017-09-26,12:42:00,2017-09-26 12:42:00,Leavenworth Street and Golden Gate Avenue,66.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.413863757 37.781854205),Tenderloin,5.0,TENDERLOIN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,12.0,Afternoon (12pm-5pm),2017,9,26,Tuesday,1
314,210250518,37.780655827754465,-122.47231225588575,2021,2021-04-24,00:33:00,2021-04-24 12:33:00,2021-04-24,00:22:00,2021-04-24 12:22:00,Geary Boulevard and Park Presidio Boulevard,28.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.472312256 37.780655828),Outer Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,0.0,Afternoon (12pm-5pm),2021,4,24,Saturday,1
58,150220770,37.76560533506768,-122.47266102845582,2015,2015-03-12,09:50:00,2015-03-12 09:50:00,2015-03-12,09:39:00,2015-03-12 09:39:00,1341 Lincoln Way,26.0,Male,Motorcyclist,Motorcycle Collision,City Street,True,False,True,False,False,POINT (-122.472661028 37.765605335),Inner Sunset,7.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Motorcycle,9.0,Morning (5am-12pm),2015,3,12,Thursday,0
20220605,220307096,37.79594936424781,-122.43694967677273,2022,2022-05-15,15:50:00,2022-05-15 03:50:00,2022-05-15,09:53:00,2022-05-15 09:53:00,Steiner St at Green St,76.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.436949677 37.795949364),Marina,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,9.0,Morning (5am-12pm),2022,5,15,Sunday,1
219,190452892,37.72243160410002,-122.395622761,2019,2019-06-23,,2019-06-23 12:00:00,2019-06-23,01:14:00,2019-06-23 01:14:00,Third Street and Paul Avenue,49.0,Female,Passenger,Motor Vehicle Collision,City Street,True,True,True,True,True,POINT (-122.395622761 37.722431604),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,1.0,Night (9pm-5am),2019,6,23,Sunday,1
68,150762744,37.733898286686106,-122.4069060423054,2015,2015-09-20,12:46:00,2015-09-20 12:46:00,2015-08-31,07:26:00,2015-08-31 07:26:00,21 Gaven St,64.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,True,True,False,False,POINT (-122.406906042 37.733898287),Portola,9.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,7.0,Morning (5am-12pm),2015,8,31,Monday,1
24,150314969,37.79264287945664,-122.40438665554868,2015,2015-04-10,22:40:00,2015-04-10 10:40:00,2015-04-10,22:40:00,2015-04-10 10:40:00,California St and Kearny,42.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.404386656 37.792642879),Financial District/South Beach,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,22.0,Morning (5am-12pm),2015,4,10,Friday,1
20241287,240648080,37.790469607366454,-122.40633094616489,2024,2024-10-15,00:56:00,2024-10-15 12:56:00,2024-10-15,00:29:00,2024-10-15 12:29:00,Bush St between Stockton St and Grant Ave,60.0,Male,Motorcyclist,Motorcycle Collision,City Street,False,True,True,False,True,POINT (-122.406330946 37.790469607),Financial District/South Beach,3.0,CENTRAL,2024-11-08 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,0.0,Afternoon (12pm-5pm),2024,10,15,Tuesday,0
