unique_id,case_id_fkey,latitude,longitude,collision_year,death_date,death_time,death_datetime,collision_date,collision_time,collision_datetime,location,age,sex,deceased,collision_type,street_type,on_vz_hin_2017,in_coc_2018,publish,on_vz_hin_2022,in_epa_2021,point,analysis_neighborhood,supervisor_district,police_district,data_as_of,data_loaded_at,age_category,collision_category,collision_hour,time_of_day,collision_year_clean,collision_month,collision_day,day_of_week,high_risk
172,190226493,37.74947845909999,-122.40286630899998,2019,2019-03-31,,2019-03-31 12:00:00,2019-03-31,03:04:00,2019-03-31 03:04:00,Cesar Chavez Street near Kansas Street,31.0,Female,Passenger,Motor Vehicle Collision,City Street,True,True,True,True,False,POINT (-122.402866309 37.749478459),Potrero Hill,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,3.0,Night (9pm-5am),2019,3,31,Sunday,1
20240800,240362365,37.74102740715692,-122.42284057702022,2024,2024-06-10,04:13:00,2024-06-10 04:13:00,2024-06-10,03:41:00,2024-06-10 03:41:00,Cortland Ave and Mission St,41.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.422840577 37.741027407),Bernal Heights,9.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,3.0,Night (9pm-5am),2024,6,10,Monday,1
63,150630721,37.77408629060769,-122.49290596967808,2015,2015-07-20,14:18:00,2015-07-20 02:18:00,2015-07-20,13:19:00,2015-07-20 01:19:00,Cabrillo St and 33rd Ave,61.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.49290597 37.774086291),Outer Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,13.0,Night (9pm-5am),2015,7,20,Monday,1
146,180283419,37.7260015564,-122.464220184,2018,2018-04-17,09:49:00,2018-04-17 09:49:00,2018-04-17,09:00:00,2018-04-17 09:00:00,Victoria Street at Ocean Avenue,80.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,True,False,POINT (-122.464220184 37.726001556),West of Twin Peaks,7.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,9.0,Morning (5am-12pm),2018,4,17,Tuesday,1
298,200788171,37.77290912275509,-122.42218643820335,2020,2021-01-19,,2021-01-19 12:00:00,2020-12-30,,2020-12-30 12:00:00,Gough Street and Market Street,81.0,Male,Motorcyclist,Motorcycle Collision,City Street,True,True,True,True,True,POINT (-122.422186438 37.772909123),Hayes Valley,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Motorcycle,13.0,Afternoon (12pm-5pm),2020,12,30,Wednesday,0
20241038,240497978,37.73652387661112,-122.40666853226892,2024,2024-08-09,13:53:00,2024-08-09 01:53:00,2024-08-09,15:38:00,2024-08-09 03:38:00,Driveway north of Bayshore Blvd and Helena St,66.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,True,True,True,True,False,POINT (-122.406668532 37.736523877),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Bicycle,15.0,Night (9pm-5am),2024,8,9,Friday,1
20231318,230650415,37.74176468143927,-122.50462044625178,2023,2023-09-11,13:55:00,2023-09-11 01:55:00,2023-09-11,08:07:00,2023-09-11 08:07:00,46th Ave and Taraval St,80.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.504620446 37.741764681),Sunset/Parkside,4.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,8.0,Morning (5am-12pm),2023,9,11,Monday,1
7,150507164,37.72301059405224,-122.43606510848632,2015,2015-07-05,15:00:00,2015-07-05 03:00:00,2015-06-11,14:56:00,2015-06-11 02:56:00,Persia Ave and Mission Street,89.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.436065108 37.723010594),Outer Mission,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,14.0,Night (9pm-5am),2015,6,11,Thursday,1
104,160413852,37.76544760844688,-122.41310524233374,2016,2016-05-20,23:07:00,2016-05-20 11:07:00,2016-05-22,,2016-05-22 12:00:00,Westbound on 16th Street and Harrison Street,52.0,Male,Motorcyclist,Motorcycle Collision,City Street,True,True,True,True,False,POINT (-122.413105242 37.765447608),Mission,9.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,13.0,Afternoon (12pm-5pm),2016,5,22,Sunday,0
20241449,240728814,37.75325578972291,-122.40635925552648,2024,2024-11-23,02:45:00,2024-11-23 02:45:00,2024-11-23,02:09:00,2024-11-23 02:09:00,Potrero Ave between 23rd and 24th Sts,23.0,Male,Passenger,Motor Vehicle Collision (solo),City Street,True,True,True,True,False,POINT (-122.406359256 37.75325579),Mission,9.0,MISSION,2024-12-20 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,2.0,Night (9pm-5am),2024,11,23,Saturday,1
288,200618722,37.77393537206349,-122.44609172631633,2020,2020-10-14,04:23:00,2020-10-14 04:23:00,2020-10-14,,2020-10-14 12:00:00,Masonic Avenue and Hayes Street,42.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.446091726 37.773935372),Lone Mountain/USF,5.0,PARK,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,13.0,Afternoon (12pm-5pm),2020,10,14,Wednesday,0
170,190151981,37.718776863099976,-122.420703362,2019,2019-03-01,,2019-03-01 12:00:00,2019-03-01,19:05:00,2019-03-01 07:05:00,Mansell Street and Brazil Avenue near Persia Avenue,45.0,Male,Driver,Motor Vehicle Collision,City Street,False,True,True,False,True,POINT (-122.420703362 37.718776863),McLaren Park,10.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,19.0,Morning (5am-12pm),2019,3,1,Friday,0
176,190288948,37.77848621469998,-122.410026015,2019,2019-04-23,,2019-04-23 12:00:00,2019-04-23,12:16:00,2019-04-23 12:16:00,IFO 160 7th Street,26.0,Male,Exterior Passenger,Motor Vehicle Collision,City Street,False,True,True,True,True,POINT (-122.410026015 37.778486215),South of Market,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,12.0,Afternoon (12pm-5pm),2019,4,23,Tuesday,0
20231179,230578817,37.77633297639192,-122.39403506437232,2023,2023-08-15,17:59:00,2023-08-15 05:59:00,2023-08-15,17:15:00,2023-08-15 05:15:00,4th St and King St,4.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.394035064 37.776332976),Mission Bay,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Child (0-17),Pedestrian,17.0,Morning (5am-12pm),2023,8,15,Tuesday,1
179,190338929,37.7896204372,-122.42049344199997,2019,2019-05-11,,2019-05-11 12:00:00,2019-05-11,22:12:00,2019-05-11 10:12:00,Polk Street and Pine Street,47.0,Male,Motorcyclist,Motor Vehicle Collision,City Street,True,True,True,True,True,POINT (-122.420493442 37.789620437),Nob Hill,3.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,22.0,Morning (5am-12pm),2019,5,11,Saturday,0
20220129,220065181,37.764166133683055,-122.50619149458082,2022,2022-01-29,21:15:00,2022-01-29 09:15:00,2022-01-29,19:34:00,2022-01-29 07:34:00,46th Ave at Lincoln Way,38.0,Male,Passenger,Motor Vehicle Collision,City Street,False,False,True,False,False,POINT (-122.506191495 37.764166134),Sunset/Parkside,4.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,19.0,Morning (5am-12pm),2022,1,29,Saturday,0
118,170172797,37.72993058822092,-122.43011091749904,2017,2017-03-02,12:40:00,2017-03-02 12:40:00,2017-03-01,18:44:00,2017-03-01 06:44:00,Mission St at Ney Street,50.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,False,POINT (-122.430110917 37.729930588),Excelsior,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,18.0,Morning (5am-12pm),2017,3,1,Wednesday,1
156,180610630,37.7832143128,-122.410764827,2018,2018-08-14,18:24:00,2018-08-14 06:24:00,2018-08-14,17:43:00,2018-08-14 05:43:00,Turk Street and Taylor Street,65.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.410764827 37.783214313),Tenderloin,5.0,TENDERLOIN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Bicycle,17.0,Morning (5am-12pm),2018,8,14,Tuesday,0
20221109,220592861,37.79689974776927,-122.42196091076138,2022,2022-09-09,17:56:00,2022-09-09 05:56:00,2022-09-01,18:25:00,2022-09-01 06:25:00,Polk St at Vallejo St,95.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,False,False,POINT (-122.421960911 37.796899748),Russian Hill,3.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,18.0,Morning (5am-12pm),2022,9,1,Thursday,1
54,140939527,37.80130371976443,-122.42453832553356,2014,2014-11-06,,2014-11-06 12:00:00,2014-11-06,06:10:00,2014-11-06 06:10:00,Lombard St and Van Ness Ave,51.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.424538326 37.80130372),Marina,3.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,6.0,Morning (5am-12pm),2014,11,6,Thursday,1
20241584,240790346,37.77192721601319,-122.4793635089449,2024,2024-12-25,16:05:00,2024-12-25 04:05:00,2024-12-25,15:53:00,2024-12-25 03:53:00,Park Presidio Bypass Dr and Crossover Dr,30.0,Male,Driver,Motor Vehicle Collision (solo),City Street,False,False,True,False,False,POINT (-122.479363509 37.771927216),Golden Gate Park,1.0,RICHMOND,2025-01-10 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,15.0,Night (9pm-5am),2024,12,25,Wednesday,1
157,180693868,37.770658363200006,-122.417486931,2018,2018-09-13,20:19:00,2018-09-13 08:19:00,2018-09-13,12:06:00,2018-09-13 12:06:00,IFO 1675 Howard Street,56.0,Male,Bicyclist,Bicycle vs Motor Vehicle,City Street,False,False,True,True,False,POINT (-122.417486931 37.770658363),Mission,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Bicycle,12.0,Afternoon (12pm-5pm),2018,9,13,Thursday,0
20231716,230856011,37.78402881118103,-122.41936257781369,2023,2023-12-06,01:53:00,2023-12-06 01:53:00,2023-12-06,01:46:00,2023-12-06 01:46:00,Polk St and Ellis St,34.0,Male,Standup Powered Device Rider,Standup Powered Device & Motor Vehicle,City Street,False,True,True,False,True,POINT (-122.419362578 37.784028811),Tenderloin,5.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,1.0,Night (9pm-5am),2023,12,6,Wednesday,1
19,140897094,37.779447983157446,-122.41842794961616,2014,2014-10-23,12:46:00,2014-10-23 12:46:00,2014-10-23,11:30:00,2014-10-23 11:30:00,Polk St and McAllister St,68.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,True,POINT (-122.41842795 37.779447983),Tenderloin,5.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,11.0,Morning (5am-12pm),2014,10,23,Thursday,1
322,210580951,37.7843492692832,-122.40930917933537,2021,2021-09-08,23:45:00,2021-09-08 11:45:00,2021-09-08,23:14:00,2021-09-08 11:14:00,Mason Street at Eddy Street,42.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.409309179 37.784349269),Tenderloin,5.0,TENDERLOIN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Motorcycle,23.0,Morning (5am-12pm),2021,9,8,Wednesday,0
20250275,250065173,37.756551229207936,-122.50890254363296,2025,2025-02-22,14:34:00,2025-02-22 02:34:00,2025-02-03,05:09:00,2025-02-03 05:09:00,Great Highway and Lawton St,84.0,Male,Driver,Motor Vehicle Collision,City Street,False,False,True,False,False,POINT (-122.508902544 37.756551229),Sunset/Parkside,4.0,TARAVAL,2025-04-02 12:00:00,2025-04-08 04:35:01,Senior (65+),Vehicle,5.0,Morning (5am-12pm),2025,2,3,Monday,0
258,200064846,37.76756653245504,-122.41991244715324,2020,2020-01-26,17:29:00,2020-01-26 05:29:00,2020-01-26,16:45:00,2020-01-26 04:45:00,Mission Street south of 14th Street,30.0,Male,Motorcyclist,Motorcycle vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.419912447 37.767566532),Mission,9.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Motorcycle,16.0,Night (9pm-5am),2020,1,26,Sunday,1
88,160619668,37.78756247602634,-122.4066333885239,2016,2016-08-01,17:05:00,2016-08-01 05:05:00,2016-08-01,16:08:00,2016-08-01 04:08:00,Geary Street and Stockton Street,60.0,Male,Pedestrian,Pedestrian vs Motorcycle,City Street,False,True,True,True,True,POINT (-122.406633389 37.787562476),Financial District/South Beach,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,16.0,Night (9pm-5am),2016,8,1,Monday,1
30,140468877,37.745249394108626,-122.40287641223668,2014,2014-06-05,16:50:00,2014-06-05 04:50:00,2014-06-05,14:30:00,2014-06-05 02:30:00,IFO 128 Barnveld Ave,30.0,Male,Driver,Motor Vehicle Collision,City Street,False,False,True,False,False,POINT (-122.402876412 37.745249394),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,14.0,Night (9pm-5am),2014,6,5,Thursday,1
1,140236301,37.710409216678755,-122.40422603714734,2014,2014-03-20,11:21:00,2014-03-20 11:21:00,2014-03-20,,2014-03-20 12:00:00,Bayshore Blvd near Visitation Ave,82.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,True,False,POINT (-122.404226037 37.710409217),Bayview Hunters Point,10.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,13.0,Afternoon (12pm-5pm),2014,3,20,Thursday,1
334,210739095,37.79834353657845,-122.42562550441964,2021,2021-11-10,08:04:00,2021-11-10 08:04:00,2021-11-10,07:57:00,2021-11-10 07:57:00,Franklin St at Union St,30.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,True,False,POINT (-122.425625504 37.798343537),Marina,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,7.0,Morning (5am-12pm),2021,11,10,Wednesday,1
90,160708562,37.709485953341186,-122.41955501034192,2016,2016-09-16,20:30:00,2016-09-16 08:30:00,2016-09-01,10:00:00,2016-09-01 10:00:00,Santos Street and Velasco Avenue,68.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,True,True,False,True,POINT (-122.41955501 37.709485953),Visitacion Valley,10.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,10.0,Morning (5am-12pm),2016,9,1,Thursday,1
125,170028322,37.797513407359176,-122.43215351401358,2017,2017-01-11,14:04:00,2017-01-11 02:04:00,2017-01-11,12:33:00,2017-01-11 12:33:00,Union Street at Buchanan Street,76.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.432153514 37.797513407),Marina,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,12.0,Afternoon (12pm-5pm),2017,1,11,Wednesday,1
20230911,240169569,37.74615712815269,-122.38717421911912,2023,2023-06-24,15:00:00,2023-06-24 03:00:00,2023-06-24,14:43:00,2023-06-24 02:43:00,"3rd St, Arthur Ave, and Cargo Way",24.0,Male,Driver,Motor Vehicle Collision,City Street,True,False,True,True,False,POINT (-122.387174219 37.746157128),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,14.0,Night (9pm-5am),2023,6,24,Saturday,1
281,200480593,37.785354269046216,-122.42469094686636,2020,2020-08-11,07:08:00,2020-08-11 07:08:00,2020-08-11,06:58:00,2020-08-11 06:58:00,Geary Boulevard and Gough Street,50.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.424690947 37.785354269),Japantown,2.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,6.0,Morning (5am-12pm),2020,8,11,Tuesday,1
20221581,240169569,37.729222731071474,-122.41519258838916,2022,2022-12-15,11:55:00,2022-12-15 11:55:00,2022-11-27,13:00:00,2022-11-27 01:00:00,Silver Ave at University St,80.0,Male,Standup Powered Device Rider,e-Scooter Collision,City Street,False,False,True,False,False,POINT (-122.415192588 37.729222731),Portola,9.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Vehicle,13.0,Night (9pm-5am),2022,11,27,Sunday,1
167,190070187,37.773407010799986,-122.506821259,2019,2019-01-29,,2019-01-29 12:00:00,2019-01-28,17:59:00,2019-01-28 05:59:00,46th Avenue and Cabrillo Street,84.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.506821259 37.773407011),Outer Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,17.0,Morning (5am-12pm),2019,1,28,Monday,1
20221668,220882123,37.78331088989271,-122.4175287731682,2022,2022-12-29,10:04:00,2022-12-29 10:04:00,2022-12-25,20:08:00,2022-12-25 08:08:00,Larkin St and Eddy St,63.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.417528773 37.78331089),Tenderloin,5.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,20.0,Morning (5am-12pm),2022,12,25,Sunday,1
20230550,230251223,37.787232209378764,-122.41326394102023,2023,2023-04-11,12:47:00,2023-04-11 12:47:00,2023-04-11,12:13:00,2023-04-11 12:13:00,Jones St between Post and and Geary Sts.,66.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.413263941 37.787232209),Tenderloin,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,12.0,Afternoon (12pm-5pm),2023,4,11,Tuesday,1
327,210689230,37.71177615408861,-122.3867743933592,2021,2021-10-20,23:30:00,2021-10-20 11:30:00,2021-10-20,22:00:00,2021-10-20 10:00:00,Jamestown Ave at Bill Walsh Way,23.0,Male,Driver,Motor Vehicle Collision,City Street,False,False,True,False,False,POINT (-122.386774393 37.711776154),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,22.0,Morning (5am-12pm),2021,10,20,Wednesday,0
20230755,230355154,37.765783298781656,-122.4075342296065,2023,2023-05-23,10:51:00,2023-05-23 10:51:00,2023-05-23,10:21:00,2023-05-23 10:21:00,16th and Potrero Sts,58.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,False,POINT (-122.40753423 37.765783299),Mission,9.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,10.0,Morning (5am-12pm),2023,5,23,Tuesday,1
220,190455222,37.7844488906,-122.472585868,2019,2019-06-24,,2019-06-24 12:00:00,2019-06-24,03:03:00,2019-06-24 03:03:00,California Street and Funston Avenue,56.0,Male,Driver,Motor Vehicle Collision,City Street,True,False,True,True,False,POINT (-122.472585868 37.784448891),Inner Richmond,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,3.0,Night (9pm-5am),2019,6,24,Monday,1
218,190452892,37.72243160410002,-122.395622761,2019,2019-06-23,,2019-06-23 12:00:00,2019-06-23,01:14:00,2019-06-23 01:14:00,Third Street and Paul Avenue,27.0,Male,Driver,Motor Vehicle Collision,City Street,True,True,True,True,True,POINT (-122.395622761 37.722431604),Bayview Hunters Point,10.0,BAYVIEW,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,1.0,Night (9pm-5am),2019,6,23,Sunday,1
20231384,230654376,37.769958276920235,-122.41544857066104,2023,2023-09-24,23:47:00,2023-09-24 11:47:00,2023-09-12,15:36:00,2023-09-12 03:36:00,Folsom St north of 13th St,66.0,Male,Moped,Moped vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.415448571 37.769958277),Mission,6.0,SOUTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Vehicle,15.0,Night (9pm-5am),2023,9,12,Tuesday,1
20220687,220357643,37.77482479478578,-122.4241364992255,2022,2022-06-01,04:17:00,2022-06-01 04:17:00,2022-06-01,04:05:00,2022-06-01 04:05:00,Octavia Blvd at Oak St,31.0,Male,Standup Powered Device Rider,e-Scooter vs. Vehicle,City Street,True,True,True,True,False,POINT (-122.424136499 37.774824795),Hayes Valley,5.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,4.0,Night (9pm-5am),2022,6,1,Wednesday,1
20241208,240595403,37.800886756145,-122.42782503298606,2024,2024-09-21,23:40:00,2024-09-21 11:40:00,2024-09-21,23:32:00,2024-09-21 11:32:00,Lombard St and Gough St,52.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,False,POINT (-122.427825033 37.800886756),Marina,2.0,NORTHERN,2024-11-08 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,23.0,Morning (5am-12pm),2024,9,21,Saturday,1
111,160552450,37.761417279577294,-122.48342310261336,2016,2016-07-15,16:33:00,2016-07-15 04:33:00,2016-07-08,,2016-07-08 12:00:00,Judah Street and 25th Avenue,88.0,Male,Pedestrian,Pedestrian vs LRV,City Street,False,False,True,False,False,POINT (-122.483423103 37.76141728),Sunset/Parkside,4.0,TARAVAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,13.0,Afternoon (12pm-5pm),2016,7,8,Friday,1
46,150959361,37.787264103317256,-122.41664251440676,2015,2015-11-06,10:47:00,2015-11-06 10:47:00,2015-11-03,05:39:00,2015-11-03 05:39:00,Hyde St north of Post St,25.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.416642514 37.787264103),Nob Hill,3.0,CENTRAL,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Pedestrian,5.0,Morning (5am-12pm),2015,11,3,Tuesday,1
20241266,240613823,37.779090727722746,-122.46414496915529,2024,2024-10-09,08:00:00,2024-10-09 08:00:00,2024-09-30,08:10:00,2024-09-30 08:10:00,6th Ave and Anza St,94.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,False,False,True,False,False,POINT (-122.464144969 37.779090728),Inner Richmond,1.0,RICHMOND,2025-02-14 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,8.0,Morning (5am-12pm),2024,9,30,Monday,1
20221193,220665725,37.77320951026487,-122.47016269341206,2022,2022-09-29,00:27:00,2022-09-29 12:27:00,2022-09-28,23:21:00,2022-09-28 11:21:00,Golden Gate Park south of Fulton Street and 12th Avenue,37.0,Male,Driver,Motor Vehicle Collision,City Street,False,False,True,True,False,POINT (-122.470162693 37.77320951),Golden Gate Park,1.0,RICHMOND,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Vehicle,23.0,Morning (5am-12pm),2022,9,28,Wednesday,0
20220736,220389016,37.75703540193754,-122.41890102881644,2022,2022-06-14,01:07:00,2022-06-14 01:07:00,2022-06-14,01:07:00,2022-06-14 01:07:00,21st St at Mission St,29.0,Female,Driver,Motor Vehicle Collision,City Street,True,True,True,True,True,POINT (-122.418901029 37.757035402),Mission,9.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,1.0,Night (9pm-5am),2022,6,14,Tuesday,1
39,150670181,37.7660999644903,-122.41757638185966,2015,2015-08-02,07:18:00,2015-08-02 07:18:00,2015-08-02,00:23:00,2015-08-02 12:23:00,South Van Ness Avenue at 16th St,34.0,Male,Motorcyclist,Moped vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.417576382 37.766099964),Mission,9.0,MISSION,2024-09-18 12:00:00,2025-04-08 04:35:01,Young Adult (18-34),Vehicle,0.0,Afternoon (12pm-5pm),2015,8,2,Sunday,0
20241320,240670845,37.78302995120684,-122.44112747615613,2024,2024-10-25,07:31:00,2024-10-25 07:31:00,2024-10-25,06:52:00,2024-10-25 06:52:00,Geary Blvd & Broderick St,35.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.441127476 37.783029951),Western Addition,2.0,PARK,2024-11-21 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,6.0,Morning (5am-12pm),2024,10,25,Friday,1
25,150513246,37.70954336880098,-122.45049893027048,2015,2015-07-03,21:08:00,2015-07-03 09:08:00,2015-06-12,12:25:00,2015-06-12 12:25:00,Mission St and Oliver St,80.0,Female,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.45049893 37.709543369),Outer Mission,11.0,INGLESIDE,2024-09-18 12:00:00,2025-04-08 04:35:01,Senior (65+),Pedestrian,12.0,Afternoon (12pm-5pm),2015,6,12,Friday,1
223,190528318,37.7859962358,-122.411325582,2019,2019-07-21,,2019-07-21 12:00:00,2019-07-21,14:08:00,2019-07-21 02:08:00,Taylor Street at O'Farrell Street,39.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.411325582 37.785996236),Tenderloin,3.0,TENDERLOIN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,14.0,Night (9pm-5am),2019,7,21,Sunday,1
160,180720358,37.788074222999995,-122.421969686,2018,2018-09-25,12:30:00,2018-09-25 12:30:00,2018-09-22,21:00:00,2018-09-22 09:00:00,Van Ness Avenue at Fern Street,42.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,True,True,True,True,POINT (-122.421969686 37.788074223),Nob Hill,3.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,21.0,Morning (5am-12pm),2018,9,22,Saturday,1
17,140104811,37.77825101707722,-122.4198832305784,2014,2014-02-06,10:20:00,2014-02-06 10:20:00,2014-02-05,02:26:00,2014-02-05 02:26:00,Van Ness Ave and Grove St,53.0,Male,Pedestrian,Pedestrian vs Motor Vehicle,City Street,True,False,True,True,True,POINT (-122.419883231 37.778251017),Hayes Valley,5.0,NORTHERN,2024-09-18 12:00:00,2025-04-08 04:35:01,Adult (35-64),Pedestrian,2.0,Night (9pm-5am),2014,2,5,Wednesday,1
